#,CMT,GeneID,Name,#SEQ,ave_SP,SP,SP200,SP_PHO,TM_PHO,ave_GPI,XC,Others,XC_HH,Others_HH,GO_CC
64,CMT_E,FBgn0053757,CG33757,17,0.765,0.765,0.765,0.765,0.059,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
65,CMT_E,FBgn0053758,CG33758,17,0.765,0.765,0.765,0.765,0.059,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
66,CMT_E,FBgn0053764,CG33764,8,0.792,0.625,0.750,1.000,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
67,CMT_E,FBgn0053766,CG33766,9,0.333,0.444,0.111,0.444,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
68,CMT_E,FBgn0053767,CG33767,11,0.485,0.455,0.455,0.545,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
69,CMT_E,FBgn0053768,CG33768,9,0.667,0.556,0.667,0.778,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
70,CMT_E,FBgn0053769,CG33769,13,0.513,0.538,0.538,0.462,0.077,0.038,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
71,CMT_E,FBgn0053770,CG33770,10,0.667,0.600,0.800,0.600,0.300,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
72,CMT_E,FBgn0053771,CG33771,12,0.833,0.833,0.833,0.833,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
73,CMT_E,FBgn0053772,CG33772,12,0.500,0.500,0.500,0.500,0.083,0.000,Calycin[His_binding:0.167]; LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
74,CMT_E,FBgn0053773,CG33773,13,0.487,0.462,0.538,0.462,0.077,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
75,CMT_E,FBgn0053775,CG33775,11,0.848,0.818,0.909,0.818,0.091,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
76,CMT_E,FBgn0053777,CG33777,4,0.750,0.750,0.750,0.750,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
77,CMT_E,FBgn0053783,CG33783,8,0.167,0.125,0.125,0.250,0.250,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
78,CMT_E,FBgn0053784,CG33784,7,0.476,0.286,0.857,0.286,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
79,CMT_E,FBgn0053792,CG33792,4,0.417,0.250,0.500,0.500,0.500,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
80,CMT_E,FBgn0053798,CG33798,9,1.000,1.000,1.000,1.000,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
81,CMT_E,FBgn0053912,CG33912,9,0.667,0.667,0.889,0.444,0.111,0.000,LIG[DUF1091:1],Tubulin[Tubulin:0.111],LIG[E1_DerP2_DerF2],N/A,GO:0005575:cellular_component:ND;
82,CMT_E,FBgn0053919,CG33919,38,0.596,0.605,0.605,0.579,0.000,0.013,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
83,CMT_E,FBgn0053922,CG33922,2,1.000,1.000,1.000,1.000,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
84,CMT_E,FBgn0053923,CG33923,11,0.667,0.545,0.727,0.727,0.000,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
85,CMT_E,FBgn0053927,CG33927,9,0.778,0.778,0.889,0.667,0.111,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
86,CMT_E,FBgn0053928,CG33928,7,0.524,0.429,0.714,0.429,0.286,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
87,CMT_E,FBgn0054028,CG34028,10,0.900,0.900,0.900,0.900,0.000,0.450,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
88,CMT_E,FBgn0085289,CG34260,11,0.909,0.909,0.909,0.909,0.000,0.091,"LIG[E1_DerP2_DerF2:0.364, DUF1091:1]",N/A,N/A,N/A,N/A
89,CMT_E,FBgn0085332,CG34303,7,0.286,0.286,0.286,0.286,0.143,0.000,LIG[DUF1091:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
90,CMT_E,FBgn0261290,CheA84a,14,0.619,0.571,0.643,0.643,0.000,0.071,"LIG[E1_DerP2_DerF2:0.0714, DUF1091:1]",N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
91,CMT_E,FBgn0262595,CheA56a,5,1.000,1.000,1.000,1.000,0.000,0.000,LIG[DUF1091:1],N/A,"LIG[E1_DerP2_DerF2, TRP_N]",N/A,GO:0005576:extracellular region:ISM;
92,CMT_E,FBgn0053725,CG33725,70,0.586,0.514,0.586,0.657,0.014,0.007,LIG[DUF1091:0.971],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
93,CMT_E,FBgn0053795,CG33795,70,0.586,0.514,0.586,0.657,0.014,0.007,LIG[DUF1091:0.971],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
94,CMT_E,FBgn0053796,CG33796,70,0.586,0.514,0.586,0.657,0.014,0.007,LIG[DUF1091:0.971],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
95,CMT_E,FBgn0053654,CG33654,25,0.600,0.600,0.640,0.560,0.000,0.020,LIG[DUF1091:0.96],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
96,CMT_E,FBgn0053920,CG33920,25,0.600,0.600,0.640,0.560,0.000,0.020,LIG[DUF1091:0.96],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
97,CMT_E,FBgn0037176,CG14456,15,0.933,0.933,0.933,0.933,0.000,0.000,LIG[DUF1091:0.933],N/A,N/A,N/A,N/A
98,CMT_E,FBgn0031381,Npc2a,13,0.923,0.923,0.923,0.923,0.000,0.000,LIG[E1_DerP2_DerF2:0.923],N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0005615:extracellular space:IDA;
99,CMT_E,FBgn0029948,CheA7a,12,1.000,1.000,1.000,1.000,0.000,0.750,"LIG[E1_DerP2_DerF2:0.167, DUF1091:0.917]",N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
100,CMT_E,FBgn0033650,CG13193,11,0.636,0.636,0.636,0.636,0.000,0.000,LIG[DUF1091:0.909],N/A,N/A,N/A,N/A
101,CMT_E,FBgn0034326,CG18540,10,0.767,0.800,0.800,0.700,0.100,0.200,LIG[DUF1091:0.9],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
102,CMT_E,FBgn0053194,CheA29a,6,0.500,0.667,0.667,0.167,0.000,0.167,LIG[DUF1091:0.833],N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005576:extracellular region:ISM;
103,CMT_E,FBgn0032888,CheB38c,33,0.949,0.909,0.970,0.970,0.000,0.000,LIG[DUF1091:0.818],N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
104,CMT_E,FBgn0066292,CheB42c,33,0.949,0.909,0.970,0.970,0.000,0.000,LIG[DUF1091:0.818],N/A,LIG[E1_DerP2_DerF2],N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
105,CMT_E,FBgn0066293,CheB42b,33,0.949,0.909,0.970,0.970,0.000,0.000,LIG[DUF1091:0.818],N/A,LIG[E1_DerP2_DerF2],N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
106,CMT_E,FBgn0067311,CheB38b,33,0.949,0.909,0.970,0.970,0.000,0.000,LIG[DUF1091:0.818],N/A,LIG[E1_DerP2_DerF2],N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
107,CMT_E,FBgn0053914,CG33914,10,0.700,0.700,0.700,0.700,0.200,0.000,LIG[DUF1091:0.8],N/A,N/A,N/A,GO:0005575:cellular_component:ND;
108,CMT_E,FBgn0261291,CheA86a,5,1.000,1.000,1.000,1.000,0.000,0.000,LIG[DUF1091:0.8],N/A,N/A,N/A,GO:0005576:extracellular region:ISM;
109,CMT_E,FBgn0067312,CheB38a,3,1.000,1.000,1.000,1.000,0.000,0.000,LIG[DUF1091:0.667],N/A,LIG[E1_DerP2_DerF2],N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
110,CMT_E,FBgn0262594,CheA46a,9,0.667,0.667,0.667,0.667,0.000,0.056,LIG[DUF1091:0.667],N/A,LIG[TRP_N],N/A,GO:0005576:extracellular region:ISM;
111,CMT_E,FBgn0053348,CheB42a,8,1.000,1.000,1.000,1.000,0.000,0.000,LIG[DUF1091:0.625],N/A,N/A,N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:IDA; GO:0005615:extracellular space:IDA; GO:0043234:protein complex:IPI;
112,CMT_E,FBgn0261292,CheB53a,24,0.806,0.833,0.917,0.667,0.000,0.000,LIG[DUF1091:0.375],N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
113,CMT_E,FBgn0261293,CheB53b,24,0.806,0.833,0.917,0.667,0.000,0.000,LIG[DUF1091:0.375],N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
114,CMT_E,FBgn0261289,CheB98a,10,0.900,0.900,0.900,0.900,0.000,0.000,LIG[DUF1091:0.1],N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
115,CMT_E,FBgn0030804,CG13002,12,0.556,0.417,0.667,0.583,0.167,0.125,LIG[DUF1091:0.0833],N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005575:cellular_component:ND;
116,CMT_E,FBgn0032008,CG14277,12,0.917,0.917,0.917,0.917,0.000,0.000,N/A,N/A,"LIG[E1_DerP2_DerF2, DUF1091]",N/A,N/A
117,CMT_E,FBgn0038888,CheB93a,4,0.750,0.750,0.750,0.750,0.000,0.250,N/A,N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
118,CMT_E,FBgn0051438,CheB93b,6,0.778,0.667,0.833,0.833,0.000,0.000,N/A,N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
119,CMT_E,FBgn0261294,CheB74a,5,1.000,1.000,1.000,1.000,0.000,0.000,N/A,N/A,"LIG[DUF1091, E1_DerP2_DerF2]",N/A,GO:0005576:extracellular region:ISM; GO:0005615:extracellular space:ISS;
120,CMT_E,FBgn0000551,Edg78E,13,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
121,CMT_E,FBgn0000552,Edg84A,11,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
122,CMT_E,FBgn0002440,l(3)mbn,14,0.976,0.929,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005886:plasma membrane:ISS; GO:0005737:cytoplasm:NAS; GO:0031012:extracellular matrix:ISM;
123,CMT_E,FBgn0002531,Lcp1,27,0.901,0.889,0.889,0.926,0.037,0.019,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:IDA; GO:0031012:extracellular matrix:ISM;
124,CMT_E,FBgn0002533,Lcp2,27,0.901,0.889,0.889,0.926,0.037,0.019,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:IDA; GO:0031012:extracellular matrix:ISM;
125,CMT_E,FBgn0002534,Lcp3,20,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:IDA; GO:0031012:extracellular matrix:ISM;
126,CMT_E,FBgn0002535,Lcp4,20,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
127,CMT_E,FBgn0003046,Pcp,12,0.917,0.917,0.917,0.917,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
128,CMT_E,FBgn0004777,Ccp84Ag,12,1.000,1.000,1.000,1.000,0.000,0.125,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
129,CMT_E,FBgn0004778,Ccp84Af,11,0.939,0.909,1.000,0.909,0.091,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
130,CMT_E,FBgn0004779,Ccp84Ae,12,1.000,1.000,1.000,1.000,0.083,0.167,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
131,CMT_E,FBgn0004780,Ccp84Ad,24,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM; GO:0005615:extracellular space:IDA;
132,CMT_E,FBgn0004781,Ccp84Ac,12,0.944,0.833,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
133,CMT_E,FBgn0004782,Ccp84Ab,21,0.889,0.857,0.905,0.905,0.048,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
134,CMT_E,FBgn0004783,Ccp84Aa,21,0.889,0.857,0.905,0.905,0.048,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
135,CMT_E,FBgn0020637,Lcp65Ag2,32,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
136,CMT_E,FBgn0020638,Lcp65Ag1,32,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0031012:extracellular matrix:ISM;
137,CMT_E,FBgn0020639,Lcp65Af,32,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
138,CMT_E,FBgn0020640,Lcp65Ae,5,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
139,CMT_E,FBgn0020641,Lcp65Ad,27,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
140,CMT_E,FBgn0020642,Lcp65Ac,27,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
141,CMT_E,FBgn0020643,Lcp65Ab2,24,0.903,0.875,0.958,0.875,0.167,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
142,CMT_E,FBgn0020644,Lcp65Ab1,24,0.903,0.875,0.958,0.875,0.167,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0031012:extracellular matrix:ISM;
143,CMT_E,FBgn0020645,Lcp65Aa,10,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
144,CMT_E,FBgn0020765,Acp65Aa,11,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
145,CMT_E,FBgn0025578,Lcp9,10,0.967,0.900,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005576:extracellular region:NAS; GO:0031012:extracellular matrix:ISM;
